Unnamed: 0;idsbr;nama_usaha;alamat_usaha;kode_wilayah;kdprov;kdkab;kdkec;kddesa;nmprov;nmkab;nmkec;nmdesa;perusahaan_id;skor_kalo;kegiatan_usaha;rank_nama;rank_alamat;history_ref_profiling_id;skala_usaha;sumber_data;lat1;long1;latlong_status;gcid;gcs_result;allow_cancel;allow_edit;allow_flagging;latitude_gc;longitude_gc;latlong_status_gc;gc_username;nama_usaha_gc;alamat_usaha_gc;lat_2;long_2;cleaned_nama_usaha;sim_score;is_duplicate;gc_flag_duplikat;match_with;alamat_cek;cleaned_alamat;id_duplikat;kbli2d;nama_usaha_with_alamat_and_kbli;hasilgc;flag_shadow;is_perorangan;is_kurung;status_perusahaan;alamat_cleaned;RT;RW;is_in_perumahan;is_in_pasar;flag_notes;id_rtrw;latitude;longitude;is_gced_alltime;is_gc_hari_ini
5358;31815087;MARSUKI;Jln : yosudarso, pasar senaken RT/RW: 006/- KEC: Tanah Grogot KAB: Paser PROVINSI: Kalimantan Timur;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6IjdtRldJekpGZXJZVGtyM1hZMHVpSGc9PSIsInZhbHVlIjoib2RydjJJTGpsQW91bXZtTi82cTBwQT09IiwibWFjIjoiYTczNDZmZjgyZGEwMDAzMTMyYWNiYThlYjRiNDQ2OWY1MDVhYTQ5NzI3YmIzMzZhODMyMjVlY2NjZjMzMWM2YSIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 47112]; [Kegiatan Usaha: Perdagangan Eceran Berbagai Macam Ba...";;;45985;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;marsuki;0.919811411;1;4;RUSDIN;Jln : yosudarso, pasar senaken RT/RW: 006/- KEC: Tanah Grogot KAB: Paser PROVINSI: Kalimantan Timur;jln yosudarso pasar senaken rt rw 006 kec tanah grogot kab paser provinsi kalimantan timur;77;47;marsuki jln yosudarso pasar senaken rt rw 006 kec tanah grogot kab paser provinsi  kbli47;4;0;1;0;Aktif;Jln yosudarso pasar senaken RTRW 006 KEC Tanah Grogot KAB Paser PROVINSI ;6;0;;1;NAIK 0702 - 15.15 WITA;6401040016_6_0;-1.90146;116.206929;0;0
5377;29396100;SITTI MAIMUNAH;JL. SENAKEN;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6Im5sOG5NOGt3Z1hzRHRFU0JwSU4rQ0E9PSIsInZhbHVlIjoiTTBMbTIxNXFTbk9JcmFMRFRxeGVyZz09IiwibWFjIjoiNjYzZWNlNzQ4NmM4ZjE0NGVjNGNmYmE5YzBhYWU2ZGY0YTY2ZTE3Mzg0OTJkMTFmYTZkNWEyMGI1MTg3YmI2NCIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: -, KBLI: 56103];;;46006;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;sitti maimunah;1;1;1;SITTI MAIMUNAH;Jl. Senaken;jl senaken;78;56;sitti maimunah jl senaken kbli56;1;0;1;0;Aktif;JL SENAKEN;0;0;;;NAIK 0702 - 15.15 WITA;6401040016_0_0;-1.8980971;116.2072759;0;0
5379;35946783;SITTI MAIMUNAH;Jl. Senaken;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6IlN2elhzZjlVN2sxbTQ3YlV5dWZ0Nmc9PSIsInZhbHVlIjoiMWF4Mkd4d0FGb0V2a2hTcmNVakJ1UT09IiwibWFjIjoiZDgwODBhODQxOWY1MDFkNTE0ZjdlMmYyZTgzZGJhZmFhNzgzODE2ZTZjZjA0ODg0Y2QzNmI5MWM4OTg4Y2JiZiIsInRhZyI6IiJ9;;[Kegiatan Usaha: Kedai Makanan, Kategori: -, KBLI: 56103];;;46015;;;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;sitti maimunah;1;1;4;SITTI MAIMUNAH;JL. SENAKEN;jl senaken;78;56;sitti maimunah jl senaken kbli56;4;0;1;0;Aktif;Jl Senaken;0;0;;;NAIK 0702 - 15.15 WITA;6401040016_0_0;-1.8980971;116.2072759;0;0
5415;27514908;TOKO ARMAN <SUPARMAN>;PASAR INDUK SENAKEN;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6Ik5abEJ2UEhYOU9qYWc5TmkwUDJ2WUE9PSIsInZhbHVlIjoiSWpJeXkycVF3cUdLOFRyaXY1VWd0Zz09IiwibWFjIjoiYjFjMThhN2I3YzM3ZWEyMzIyYTI0N2VmNzM3M2Y4MzJjMTk4OTI4YTdmNjUwZmVhMWZjZGQ1OGY2MDM0MWE2MCIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: G, KBLI: 47112];;;45990;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;arman suparman;0.802681565;1;1;TOKO ARMAN <H. SUPARMAN>;Pasar penyembolum senaken, RT 2/RW 0;pasar induk senaken;79;47;arman suparman pasar induk senaken kbli47;1;0;1;1;Aktif;PASAR INDUK SENAKEN;0;0;;1;NAIK 0702 - 15.15 WITA;6401040016_0_0;-1.9044159;116.2055345;0;0
5453;27517704;MUSLIANSYAH;Jl. Senaken;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6ImxkN0k2RU9CcUhHRGpST2JOK1ppL2c9PSIsInZhbHVlIjoiTm9aWG03blhOSEVLN2xOZWdLdmROUT09IiwibWFjIjoiYjhkNjIwZTJjMzNlNjA1MjAzM2ZlZmJkMjNmNGU1NTM4YWUzNmYxNDJiNTE4YWZkZGJlODUwZmI3OGE2ODM5MCIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 55900]; [Kegiatan Usaha: Penyediaan Akomodasi Lainnya, Katego...";;;45985;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;musliansyah;1;1;4;MUSLIANSYAH;Jl. Senaken;jl senaken;80;55;musliansyah jl senaken kbli55;4;0;1;0;Aktif;Jl Senaken;0;0;;;NAIK 0702 - 15.15 WITA;6401040016_0_0;-1.8980971;116.2072759;0;0
5480;31221710;AHMAD RUDINI;Toko Rudi Senaken Jl. Senaken RT. 10;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6IlFaamR2N1VObkxtWHFlZlhOVW1pcGc9PSIsInZhbHVlIjoiTFRtQVh5RWw2NGdxUzl0SEV0dWU5dz09IiwibWFjIjoiMjg1ZjhmMTQ1ZjEyOWJmYjE1NWQ5MGNiM2I5MDY4MDRjYWI2OTliYjdlMjM4NTJiMTE5YmZmYjZhODNjNDY4MSIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 47112]; [Kegiatan Usaha: -, Kategori: -, KBLI: 47241]; [Kegia...";;;45985;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;ahmad rudini;0.887660925;1;1;toko rudi <ahmad rudini>;jln senaken, RT 10/RW 0;toko rudi senaken jl senaken rt 10;81;47;ahmad rudini toko rudi senaken jl senaken rt 10 kbli47;1;0;1;0;Aktif;Toko Rudi Senaken Jl Senaken RT 10;10;0;;;NAIK 0702 - 15.15 WITA;6401040016_10_0;-1.89875;116.206633;0;0
5512;31758448;Toko Wahdahniah <WAHDANIAH>;PASAR INDUK SENAKEN;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6Imo5clNZa2pTMDBQOUQ4M0JzL0ZrNUE9PSIsInZhbHVlIjoiTCtSZzAwMzJZSVlBaEd1NVIranNyQT09IiwibWFjIjoiOTg5MGQwNjUxNTQzNTJhZGFhN2Y3ZmM4OGQxNzJlMWM0NDA3NDFkNzYwM2Q1YjI3ZjFmZmFlYzUyMDEwNmRhMSIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: G, KBLI: 47112]; [Kegiatan Usaha: -, Kategori: G, KBLI: 47241]";;;45990;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;wahdahniah wahdaniah;0.849906835;1;1;SEMBAKO WAHDANIAH <WAHDANIAH>;Pasar senaken, RT 0/RW 0;pasar induk senaken;82;47;wahdahniah wahdaniah pasar induk senaken kbli47;1;0;1;1;Aktif;PASAR INDUK SENAKEN;0;0;;1;NAIK 0702 - 15.15 WITA;6401040016_0_0;-1.9044159;116.2055345;0;0
5545;29911907;SUPRIADI. T;Pasar Senaken;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6InVOd3BBT0l5TGFFODFuUnJoclB6enc9PSIsInZhbHVlIjoiMlE0Nkw4WHRKend5UlJmTll5NGRnZz09IiwibWFjIjoiYzVkMWM4ZjA2OTRkNTc3YjI1Y2I1OTllNDA1OTZhNTJlNDU5ZDgwMTRmMmI1MDdkZmM3MDY0NDVkY2U2NWI4NCIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 47112]; [Kegiatan Usaha: Perdagangan Eceran Berbagai Macam Ba...";;;45985;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;supriadi t;0.977832725;1;1;TOKO SUPRIADI <SUPRIADI T.>;Pasar senaken, RT 2/RW 0;pasar senaken;83;47;supriadi t pasar senaken kbli47;1;0;1;0;Aktif;Pasar Senaken;0;0;;1;NAIK 0702 - 15.15 WITA;6401040016_0_0;-1.9044159;116.2055345;0;0
5587;26715670;SIDE;"Jalan Senaken Gang Darussalam RT. 008 No. 024  "" WARUNG BU JUMA """;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6Inl4c3ZqVzJRa2IxNFlVaGZrdGlkSXc9PSIsInZhbHVlIjoiKy9OWjdJMnd3T0VYc3o0SmlKS1RJUT09IiwibWFjIjoiYTg1ZDM0NDZkNTYyNjVjYWNiZWVhMjE1YmE2NjhjMWVhMGFhODg3MmViNmZlMDA0MWUwNTQ1NTI4NmEyYTkzOCIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 56102]; [Kegiatan Usaha: Rumah/Warung Makan, Kategori: , KBLI...";;;45985;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;side;1;1;4;SIDE;"Jalan Senaken Gang Darussalam RT. 008 No. 024  "" WARUNG BU JUMA """;jalan senaken gang darussalam rt 008 no 024 warung bu juma;84;56;side jalan senaken gang darussalam rt 008 no 024 warung bu juma kbli56;4;0;1;0;Aktif;Jalan Senaken Gang Darussalam RT 008 No 024 WARUNG BU JUMA;8;0;;;NAIK 0702 - 15.15 WITA;6401040016_8_0;-1.90095;116.208742;0;0
5609;28833443;ST.AMINAH;Senaken;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6IlJZZnZQR1pTUzNyYm8wQUhpTEdRb0E9PSIsInZhbHVlIjoid29kVXVBb2N6b2piZUxmcVZ5VkJCdz09IiwibWFjIjoiZTMzMTMwMmFiMzkwNzE0OTMxNWIyMmVlM2M0MmM0ZmVmOTM2ZDUwYzdmODljMjc3Mjg1N2YzZGVjYmE4MWQ5NSIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 47192]; [Kegiatan Usaha: -, Kategori: -, KBLI: 47112]; [Kegia...";;;45985;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;st aminah;0.857900743;1;1;SEMBAKO SITI AMINAH <ST. AMINAH>;Pasar senaken, RT 0/RW 0;senaken;85;47;st aminah senaken kbli47;99;0;1;0;Aktif;Senaken;0;0;;;NAIK 0702 - 15.15 WITA;6401040016_0_0;-1.8980971;116.2072759;0;0
5624;18346526;PUNGGAWA DAENG MAPPILE;jl. senaken gg lbk no. 140;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6IitVSDNMUlNpbHNuRy9VekptRFNpREE9PSIsInZhbHVlIjoidlNVUUJYaDJLWGF0LzBhbXlDZHJDZz09IiwibWFjIjoiNzUzNzFkYTM2N2Q1MzY3MjY4NmY2NmUyZmI3NDk4MDUxYTQ0Mjk4NTk2YTdiYzNmMjcwNWNkMzYzMGVjNjVjZCIsInRhZyI6IiJ9;;"[Kegiatan Usaha: Aktivitas Penyedia Gabungan Jasa Penunjang Fasilitas, Kategori: , KBLI: 81100]; [Ke...";;;45985;;OSS - Badan Usaha;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;punggawa daeng mappile;1;1;4;PUNGGAWA DAENG MAPPILE;jl. senaken gg lbk no. 140;jl senaken gg lbk no 140;86;81;punggawa daeng mappile jl senaken gg lbk no 140 kbli81;4;0;1;0;Aktif;jl senaken gg lbk no 140;0;0;;;NAIK 0702 - 15.15 WITA;6401040016_0_0;-1.8980971;116.2072759;0;0
5643;27141860;SITI KHOIRIYAH;JL. SENAKEN GG. JEMBATAN 2 RT.012;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6IkJ3VEI1dEhIdzZkdGhrVFZ4UzZRalE9PSIsInZhbHVlIjoiREVEY1RFMFhmbkFJRE5nMWFwOWQydz09IiwibWFjIjoiZjhkOWJiMDY2NDU4MTM0ZDU2MzQyZWJkYTc4NDEzN2Q5ZjA3OTYzYmY0N2EwYjhiZmIzNzAxNDJjN2RhZDA3ZiIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 10794]; [Kegiatan Usaha: -, Kategori: -, KBLI: 10793]; [Kegia...";;;45985;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;siti khoiriyah;0.91666069;1;1;mba siti peyek  <siti khoiriyah>;jln senaken gg jembatan 2, RT 12/RW 0;jl senaken gg jembatan 2 rt 012;87;10;siti khoiriyah jl senaken gg jembatan 2 rt 012 kbli10;1;0;1;0;Aktif;JL SENAKEN GG JEMBATAN 2 RT012;12;0;;;NAIK 0702 - 15.15 WITA;6401040016_12_0;-1.89498;116.211771;0;0
5680;32590524;ERNAWATI;JL. SENAKEN GG. PAGAR ALAM;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6Ik5PY2lueS83QWZJcGRHTFA0YlZDVlE9PSIsInZhbHVlIjoiL3BwTitCNCtWTTdmcDN1TGd3R2ZIUT09IiwibWFjIjoiZTRlYjdiZDIyZTc5ZjU5MDc4MmYyZjRhMDU0MWVkODExZWYzODMzMzI1NTQ4NTY1NjhiZjkxZDBhZTA4NmZlYiIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: -, KBLI: 47112];;;46006;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;ernawati;0.800786517;1;1;ERNAWATI;Pasar senaken, RT 0/RW 0;jl senaken gg pagar alam;88;47;ernawati jl senaken gg pagar alam kbli47;1;0;1;0;Aktif;JL SENAKEN GG PAGAR ALAM;0;0;;;NAIK 0702 - 15.15 WITA;6401040016_0_0;-1.8980971;116.2072759;0;0
5809;31823051;TOKO MIRNAWATI;Jl. senaken;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6IlRKN0J0MDRKaWdVNStRSHgvdElSVVE9PSIsInZhbHVlIjoiakEzZEd5d2ZBQzFMT1c3SUluckovZz09IiwibWFjIjoiOTZkYjU2Y2MzMDJiMzRjMDRjOTUyMGNhY2QwNDI5NTYzMTYxODU0NTgzMWExNTNiNTUzNjY3OWU0OWE5OTE3ZCIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: G, KBLI: 47112];;;45990;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;mirnawati;0.839158348;1;1;REMPAH SITI MIRNAWATI <SITI MIRNAWATI>;Pasar senaken, RT 0/RW 0;jl senaken;92;47;mirnawati jl senaken kbli47;1;0;1;0;Aktif;Jl senaken;0;0;;;NAIK 0702 - 15.15 WITA;6401040016_0_0;-1.8980971;116.2072759;0;0
5836;26232798;SUNANI;JL SENAKEN GG ALAM PERMAI 2;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6IklVdWQ3WHpWRldDVW9lZzk1aFdMeVE9PSIsInZhbHVlIjoidDZ0bDRqaFllc2RIc0lRSFZ5eDdUUT09IiwibWFjIjoiMjJlZWJkZTJlMTJiODMyMjljMzFmZmFmYjhkNWFjZjFkNTk5ZjE5NzZhY2MzYjBmMTM3MGMyMWY3NDVkMjZlNyIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 47831]; [Kegiatan Usaha: Perdagangan Eceran Kaki Lima Dan Los...";;;45985;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;sunani;0.811383672;1;1;toko heru <sunani>;jln senaken gg alam permai 2, RT 7/RW 0;jl senaken gg alam permai 2;93;47;sunani jl senaken gg alam permai 2 kbli47;1;0;1;0;Aktif;JL SENAKEN GG ALAM PERMAI 2;0;0;;;NAIK 0702 - 15.15 WITA;6401040016_0_0;-1.8980971;116.2072759;0;0
5857;32125888;MANDRIANA;JL. SENAKEN GG. DARUSSALAM;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6ImpheExXeWVKalNrUGE1TVlyYW00bGc9PSIsInZhbHVlIjoiTk9vMGxncjRsTHErOTJWVDRrRjJOQT09IiwibWFjIjoiZTVmMWU1NzBhNjEwYzFlZWIzYzI0ZTQ5YmI5MDJhZmFiOGNhNWNlMzQxY2M2M2FjNGQyNjAxOGZjMGViNjc0ZCIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 47112]; [Kegiatan Usaha: Perdagangan Eceran Berbagai Macam Ba...";;;45985;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;mandriana;0.816951039;1;1;toko berkah 99 <mandriana>;jln senaken gg darussalam , RT 8/RW 0;jl senaken gg darussalam;94;47;mandriana jl senaken gg darussalam kbli47;1;0;1;0;Aktif;JL SENAKEN GG DARUSSALAM;0;0;;;NAIK 0702 - 15.15 WITA;6401040016_0_0;-1.9006768;116.2026752;0;0
5881;32541412;MARLINA;JL. SENAKEN;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6IjdMdU5RUksyNm51Vy9QOFlkYndwbVE9PSIsInZhbHVlIjoick0rNzZneW5zRGx1eDQ2d1hEYVJyUT09IiwibWFjIjoiZTFkMTBmNWY1MjA3YTg1MmRmMWY5YzZhN2Y1YjZmYTU3ZjI4OWI3ODIwODJmNzhkMzdjY2UzOGE0MTgyZjQ4MSIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: -, KBLI: 56102];;;46006;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;marlina;0.823561435;1;1;TOKO MARLINA <MARLINA>;Pasar penyembolum senaken, RT 2/RW 0;jl senaken;95;56;marlina jl senaken kbli56;1;0;1;0;Aktif;JL SENAKEN;0;0;;;NAIK 0702 - 15.15 WITA;6401040016_0_0;-1.8980971;116.2072759;0;0
5935;31769543;NORBAYAH;Senaken;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6IjdLRW5QVllQdzgvWlN2UStxTjFMSWc9PSIsInZhbHVlIjoiNnhHVHhaUGFmV1BiMlBSc2NGTldNZz09IiwibWFjIjoiZjkwMmFhMDY2YjMxMTE3MzRiYzU0NzZkNjczOGY0ZTM2NjQ5N2YwYjI5YzA2ZDUyZmRkZWY0ZmNmM2Y3N2JmOCIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 47112]; [Kegiatan Usaha: Perdagangan Eceran Berbagai Macam Ba...";;;45985;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;norbayah;0.813430054;1;1;IKAN ASIN NORBAYAH <nurbayah>;Pasar senaken, RT 0/RW 0;senaken;96;47;norbayah senaken kbli47;4;0;1;0;Aktif;Senaken;0;0;;;NAIK 0702 - 15.15 WITA;6401040016_0_0;-1.8980971;116.2072759;0;0
5961;26224882;ARDIANSYAH;JL. SENAKEN GG. SAUDARA;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6IlFvYmVxU2dMWG9wZDNlbGVJVlFoNWc9PSIsInZhbHVlIjoiK21UdzB4L2FyWUNEZlhla2F2OHJXdz09IiwibWFjIjoiNjdjMTQ5OTA5NGM3NGRlYmVjMDY3Yjc5ZjRlOTFkNTUyMGE2M2M2MjliMzgwOTk5NTVmYjMwNzE2NWE4NjQ1NCIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: G, KBLI: 47192];;;46006;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;ardiansyah;0.835844403;1;1;IKAN BASAH ARDIANSYAH <ARDIANSYAH>;Pasar senaken blok c, RT 0/RW 0;jl senaken gg saudara;97;47;ardiansyah jl senaken gg saudara kbli47;1;0;1;0;Aktif;JL SENAKEN GG SAUDARA;0;0;;;NAIK 0702 - 15.15 WITA;6401040016_0_0;-1.8980971;116.2072759;0;0
5989;44874129;MITRA KURNIA TRANSPORT;Jl. Senaken Gg. Famili;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6IjY3SVNyNDA1emgvTzhRamRoc3kxTHc9PSIsInZhbHVlIjoiYkFGdjM5dDVxOWZzdTBRVk9uMGZiZz09IiwibWFjIjoiM2ZlNzhhMWJhYzljZWRiNTA5NzhhNmZjYjZkNDdhYzAwYjRmYTg3NDA3Mzg4Nzg4ZjFlMGQxODZmMjJmNTBiMSIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 49422]; [Kegiatan Usaha: -, Kategori: -, KBLI: 49429]; [Kegia...";;;;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;mitra kurnia transport;1;1;1;MITRA KURNIA TRANSPORT;Jl. Senaken Gg. Famili;jl senaken gg famili;98;49;mitra kurnia transport jl senaken gg famili kbli49;1;0;1;0;Aktif;Jl Senaken Gg Famili;0;0;;;NAIK 0702 - 15.15 WITA;6401040016_0_0;-1.8980971;116.2072759;0;0
6008;42736371;MITRA KURNIA TRANSPORT;Jl. Senaken Gg. Famili;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6InYyQ1B0c0xES0Uwa1BBUHFWaXBheHc9PSIsInZhbHVlIjoiVHBwTi9rSjFwTFZJWFAzQnd6SHd2QT09IiwibWFjIjoiZDBlZDVkZGZiNzdkYmJhODkxMzY5MGIzNzkzMWE2MzU1YTU4NzgwNTIxZjM3ZDlmZDA1ZTQ1NTQwODdiYjE1MCIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 49415]; [Kegiatan Usaha: -, Kategori: -, KBLI: 49422]; [Kegia...";;;;;OSS - Badan Usaha;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;mitra kurnia transport;1;1;4;MITRA KURNIA TRANSPORT;Jl. Senaken Gg. Famili;jl senaken gg famili;98;49;mitra kurnia transport jl senaken gg famili kbli49;4;0;1;0;Aktif;Jl Senaken Gg Famili;0;0;;;NAIK 0702 - 15.15 WITA;6401040016_0_0;-1.8980971;116.2072759;0;0
6020;44623601;BERKAHTAMA MULIA NUSANTARA;JALAN SENAKEN, GANG ALAM PERMAI 2;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6IkxORTVXTHlrVFlyM1JlVjQzVU10Znc9PSIsInZhbHVlIjoiRFRSVVNDTjh5Q2syellDUk9WcGgvZz09IiwibWFjIjoiZjU3ZDViZTE1MTZkNGQyZDdmNTUxZTRlMzI3MTcxZWE4OTBhZTU5NzRkYWRhYzAwNjJlYjk5OWM0NGJmMjdmNCIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: -, KBLI: 47112];;;;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;berkahtama mulia nusantara;1;1;1;BERKAHTAMA MULIA NUSANTARA;JALAN SENAKEN, GANG ALAM PERMAI 2;jalan senaken gang alam permai 2;99;47;berkahtama mulia nusantara jalan senaken gang alam permai 2 kbli47;1;0;1;0;Aktif;JALAN SENAKEN GANG ALAM PERMAI 2;0;0;;;NAIK 0702 - 15.15 WITA;6401040016_0_0;-1.9011886;116.2084785;0;0
6028;42735312;BERKAHTAMA MULIA NUSANTARA;JALAN SENAKEN, GANG ALAM PERMAI 2;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6IkE4MG1uTnVhMitoYVNzK2tLdjhMdVE9PSIsInZhbHVlIjoiU0RkSmNySExGdktiTmVQV3dqVXBUZz09IiwibWFjIjoiMWI2ZDBmOWIwNTUyMGMxMTQ2NmJiZjQyOTdkNzZhMzZiZTczYTJjZjM4YmY0ZTIzNWRjZjA1Njk1NzdiNTUyOSIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: -, KBLI: 47112];;;;;OSS - Badan Usaha;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;berkahtama mulia nusantara;1;1;4;BERKAHTAMA MULIA NUSANTARA;JALAN SENAKEN, GANG ALAM PERMAI 2;jalan senaken gang alam permai 2;99;47;berkahtama mulia nusantara jalan senaken gang alam permai 2 kbli47;4;0;1;0;Aktif;JALAN SENAKEN GANG ALAM PERMAI 2;0;0;;;NAIK 0702 - 15.15 WITA;6401040016_0_0;-1.9011886;116.2084785;0;0
6048;45039933;FIRAZ JAYA MANDIRI;Jalan Senaken Gang LBK 1 No 181;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6IjVkcjRzQ2JMZ0FZZGJ4ZVJPZklFZFE9PSIsInZhbHVlIjoiMGU1UnVVa1MrWm5WWmt1UXBEekg3QT09IiwibWFjIjoiNDZmMDg3MmNjZmRlZTBlZjlkYmIzMjE1OWZjMTg1Y2I3OWY0NmJkOGFiYTYwMDI5MGIwZTRlYWU5ZjcxOGMxYiIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 46100]; [Kegiatan Usaha: -, Kategori: -, KBLI: 46521]; [Kegia...";;;;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;firaz jaya mandiri;0.863433596;1;1;FIRAZ JAYA MANDIRI;Jalan Senaken Gang LBK 1 No 181;jalan senaken gang lbk 1 no 181;100;46;firaz jaya mandiri jalan senaken gang lbk 1 no 181 kbli46;1;0;1;0;Aktif;Jalan Senaken Gang LBK 1 No 181;0;0;;;NAIK 0702 - 15.15 WITA;6401040016_0_0;-1.8980971;116.2072759;0;0
