idsubsls;idsls;kdprov;kdkab;kdkec;kddesa;kdsls;kdsubsls;nmprov;nmkab;nmkec;nmdesa;nmsls;centroid_y;centroid_x
6401010011001603;64010100110016;64;1;010;011;0016;3;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 016;-1.83979;115.928279
6401010011001701;64010100110017;64;1;010;011;0017;1;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 017;-1.84939;115.938747
6401010011001702;64010100110017;64;1;010;011;0017;2;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 017;-1.84742;115.927251
6401010011001801;64010100110018;64;1;010;011;0018;1;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 018;-1.8498;115.915237
6401010011001802;64010100110018;64;1;010;011;0018;2;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 018;-1.83283;115.919606
6401010011001901;64010100110019;64;1;010;011;0019;1;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 019;-1.83095;115.92439
6401010011001902;64010100110019;64;1;010;011;0019;2;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 019;-1.82983;115.923192
6401010011001903;64010100110019;64;1;010;011;0019;3;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 019;-1.83056;115.922547
6401010011002000;64010100110020;64;1;010;011;0020;0;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 020;-1.82809;115.925137
6401010011002101;64010100110021;64;1;010;011;0021;1;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 021;-1.82798;115.920863
6401010011002102;64010100110021;64;1;010;011;0021;2;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 021;-1.82949;115.921793
6401010011002103;64010100110021;64;1;010;011;0021;3;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 021;-1.82596;115.923429
6401010011002201;64010100110022;64;1;010;011;0022;1;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 022;-1.82575;115.918177
6401010011002202;64010100110022;64;1;010;011;0022;2;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 022;-1.82435;115.921421
6401010011002203;64010100110022;64;1;010;011;0022;3;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 022;-1.82369;115.919817
6401010011002301;64010100110023;64;1;010;011;0023;1;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 023;-1.82445;115.914728
6401010011002302;64010100110023;64;1;010;011;0023;2;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 023;-1.82365;115.916309
6401010011002303;64010100110023;64;1;010;011;0023;3;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 023;-1.82165;115.919247
6401010011002304;64010100110023;64;1;010;011;0023;4;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 023;-1.82162;115.916003
6401010011002401;64010100110024;64;1;010;011;0024;1;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 024;-1.82326;115.904484
6401010011002402;64010100110024;64;1;010;011;0024;2;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 024;-1.82288;115.905499
6401010011002403;64010100110024;64;1;010;011;0024;3;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 024;-1.82135;115.90856
6401010011002404;64010100110024;64;1;010;011;0024;4;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 024;-1.82251;115.909605
6401010011002405;64010100110024;64;1;010;011;0024;5;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 024;-1.82269;115.911852
6401010011002406;64010100110024;64;1;010;011;0024;6;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 024;-1.82396;115.912431
6401010011002407;64010100110024;64;1;010;011;0024;7;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 024;-1.82112;115.913606
6401010011002408;64010100110024;64;1;010;011;0024;8;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 024;-1.81987;115.911548
6401010011002501;64010100110025;64;1;010;011;0025;1;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 025;-1.83984;115.894919
6401010011002502;64010100110025;64;1;010;011;0025;2;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 025;-1.83031;115.898798
6401010011002503;64010100110025;64;1;010;011;0025;3;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 025;-1.82706;115.900148
6401010011002504;64010100110025;64;1;010;011;0025;4;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 025;-1.8248;115.901675
6401010011002505;64010100110025;64;1;010;011;0025;5;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 025;-1.82196;115.904145
6401010011002506;64010100110025;64;1;010;011;0025;6;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 025;-1.8199;115.904688
6401010011002507;64010100110025;64;1;010;011;0025;7;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 025;-1.81843;115.905036
6401010011002508;64010100110025;64;1;010;011;0025;8;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 025;-1.81807;115.907108
6401010011002509;64010100110025;64;1;010;011;0025;9;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 025;-1.817;115.907802
6401010011002510;64010100110025;64;1;010;011;0025;10;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 025;-1.81417;115.904631
6401010011002511;64010100110025;64;1;010;011;0025;11;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 025;-1.81885;115.908537
6401010011002512;64010100110025;64;1;010;011;0025;12;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 025;-1.81976;115.907544
6401010011002601;64010100110026;64;1;010;011;0026;1;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 026;-1.81798;115.910305
6401010011002602;64010100110026;64;1;010;011;0026;2;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 026;-1.81741;115.912499
6401010011002603;64010100110026;64;1;010;011;0026;3;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 026;-1.81673;115.910767
6401010011002604;64010100110026;64;1;010;011;0026;4;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 026;-1.81608;115.908817
6401010011002605;64010100110026;64;1;010;011;0026;5;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 026;-1.81524;115.908797
6401010011002701;64010100110027;64;1;010;011;0027;1;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 027;-1.81886;115.912861
6401010011002702;64010100110027;64;1;010;011;0027;2;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 027;-1.81565;115.912623
6401010011002800;64010100110028;64;1;010;011;0028;0;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 028;-1.81947;115.914908
6401010011002900;64010100110029;64;1;010;011;0029;0;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 029;-1.81825;115.900757
6401010011003001;64010100110030;64;1;010;011;0030;1;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 030;-1.84001;115.901907
6401010011003002;64010100110030;64;1;010;011;0030;2;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 030;-1.82703;115.909367
6401010011003003;64010100110030;64;1;010;011;0030;3;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 030;-1.8239;115.905699
6401010011003004;64010100110030;64;1;010;011;0030;4;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 030;-1.82506;115.90424
6401010011003005;64010100110030;64;1;010;011;0030;5;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 030;-1.82709;115.90381
6401010011003101;64010100110031;64;1;010;011;0031;1;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 031;-1.84451;115.906561
6401010011003102;64010100110031;64;1;010;011;0031;2;KALIMANTAN TIMUR;PASER;BATU SOPANG;BATU KAJANG;RT 031;-1.83015;115.91959
6401010012000100;64010100120001;64;1;010;012;0001;0;KALIMANTAN TIMUR;PASER;BATU SOPANG;LEGAI;RT 001;-1.86978;115.950036
6401010012000200;64010100120002;64;1;010;012;0002;0;KALIMANTAN TIMUR;PASER;BATU SOPANG;LEGAI;RT 002;-1.88694;115.965146
6401010012000300;64010100120003;64;1;010;012;0003;0;KALIMANTAN TIMUR;PASER;BATU SOPANG;LEGAI;RT 003;-1.85083;115.983229
6401010012000400;64010100120004;64;1;010;012;0004;0;KALIMANTAN TIMUR;PASER;BATU SOPANG;LEGAI;RT 004;-1.8751;115.951113
6401010012000500;64010100120005;64;1;010;012;0005;0;KALIMANTAN TIMUR;PASER;BATU SOPANG;LEGAI;RT 005;-1.8636;115.953875
6401010013000100;64010100130001;64;1;010;013;0001;0;KALIMANTAN TIMUR;PASER;BATU SOPANG;SUNGAI TERIK;RT 001;-1.80315;115.96504
6401010013000200;64010100130002;64;1;010;013;0002;0;KALIMANTAN TIMUR;PASER;BATU SOPANG;SUNGAI TERIK;RT 002;-1.83849;115.947154
6401010013000300;64010100130003;64;1;010;013;0003;0;KALIMANTAN TIMUR;PASER;BATU SOPANG;SUNGAI TERIK;RT 003;-1.84279;115.949391
6401010013000400;64010100130004;64;1;010;013;0004;0;KALIMANTAN TIMUR;PASER;BATU SOPANG;SUNGAI TERIK;RT 004;-1.82321;115.980246
6401010013000500;64010100130005;64;1;010;013;0005;0;KALIMANTAN TIMUR;PASER;BATU SOPANG;SUNGAI TERIK;RT 005;-1.82105;115.984635
6401010013000600;64010100130006;64;1;010;013;0006;0;KALIMANTAN TIMUR;PASER;BATU SOPANG;SUNGAI TERIK;RT 006;-1.81958;115.989609
6401010013000700;64010100130007;64;1;010;013;0007;0;KALIMANTAN TIMUR;PASER;BATU SOPANG;SUNGAI TERIK;RT 007;-1.79539;116.017826
6401010013000800;64010100130008;64;1;010;013;0008;0;KALIMANTAN TIMUR;PASER;BATU SOPANG;SUNGAI TERIK;RT 008;-1.8372;115.951572
6401010013000900;64010100130009;64;1;010;013;0009;0;KALIMANTAN TIMUR;PASER;BATU SOPANG;SUNGAI TERIK;RT 009;-1.82576;115.973917
6401010013001000;64010100130010;64;1;010;013;0010;0;KALIMANTAN TIMUR;PASER;BATU SOPANG;SUNGAI TERIK;RT 010;-1.84697;115.962659
6401010014000100;64010100140001;64;1;010;014;0001;0;KALIMANTAN TIMUR;PASER;BATU SOPANG;KASUNGAI;RT 001;-1.7952;115.923149
6401010014000200;64010100140002;64;1;010;014;0002;0;KALIMANTAN TIMUR;PASER;BATU SOPANG;KASUNGAI;RT 002;-1.80739;115.924277
6401010014000300;64010100140003;64;1;010;014;0003;0;KALIMANTAN TIMUR;PASER;BATU SOPANG;KASUNGAI;RT 003;-1.81169;115.928572
6401010015000100;64010100150001;64;1;010;015;0001;0;KALIMANTAN TIMUR;PASER;BATU SOPANG;RANTAU BUTA;RT 001;-1.72158;115.978274
6401010016000100;64010100160001;64;1;010;016;0001;0;KALIMANTAN TIMUR;PASER;BATU SOPANG;RANTAU LAYUNG;RT 001;-1.52367;116.01387
6401010016000200;64010100160002;64;1;010;016;0002;0;KALIMANTAN TIMUR;PASER;BATU SOPANG;RANTAU LAYUNG;RT 002;-1.63806;115.962779
6401010017000100;64010100170001;64;1;010;017;0001;0;KALIMANTAN TIMUR;PASER;BATU SOPANG;SONGKA;RT 001;-1.83098;115.850038
6401010017000200;64010100170002;64;1;010;017;0002;0;KALIMANTAN TIMUR;PASER;BATU SOPANG;SONGKA;RT 002;-1.83329;115.8671
6401010017000300;64010100170003;64;1;010;017;0003;0;KALIMANTAN TIMUR;PASER;BATU SOPANG;SONGKA;RT 003;-1.83503;115.87664
6401010017000400;64010100170004;64;1;010;017;0004;0;KALIMANTAN TIMUR;PASER;BATU SOPANG;SONGKA;RT 004;-1.83123;115.88745
6401010017000500;64010100170005;64;1;010;017;0005;0;KALIMANTAN TIMUR;PASER;BATU SOPANG;SONGKA;RT 005;-1.82354;115.896077
6401010017000601;64010100170006;64;1;010;017;0006;1;KALIMANTAN TIMUR;PASER;BATU SOPANG;SONGKA;RT 006;-1.82024;115.896238
6401010017000602;64010100170006;64;1;010;017;0006;2;KALIMANTAN TIMUR;PASER;BATU SOPANG;SONGKA;RT 006;-1.81533;115.892979
6401010017000700;64010100170007;64;1;010;017;0007;0;KALIMANTAN TIMUR;PASER;BATU SOPANG;SONGKA;RT 007;-1.81624;115.896791
6401010017000801;64010100170008;64;1;010;017;0008;1;KALIMANTAN TIMUR;PASER;BATU SOPANG;SONGKA;RT 008;-1.81725;115.889973
6401010017000802;64010100170008;64;1;010;017;0008;2;KALIMANTAN TIMUR;PASER;BATU SOPANG;SONGKA;RT 008;-1.81989;115.893484
6401010017000901;64010100170009;64;1;010;017;0009;1;KALIMANTAN TIMUR;PASER;BATU SOPANG;SONGKA;RT 009;-1.82222;115.889596
6401010017000902;64010100170009;64;1;010;017;0009;2;KALIMANTAN TIMUR;PASER;BATU SOPANG;SONGKA;RT 009;-1.82189;115.890445
6401011001000100;64010110010001;64;1;011;001;0001;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;TANJUNG PINANG;RT 001;-2.15821;115.92695
6401011001000201;64010110010002;64;1;011;001;0002;1;KALIMANTAN TIMUR;PASER;MUARA SAMU;TANJUNG PINANG;RT 002;-2.22058;115.873675
6401011001000202;64010110010002;64;1;011;001;0002;2;KALIMANTAN TIMUR;PASER;MUARA SAMU;TANJUNG PINANG;RT 002;-2.19878;115.951957
6401011002000100;64010110020001;64;1;011;002;0001;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;RANTAU ATAS;RT 001;-2.18033;115.858956
6401011002000200;64010110020002;64;1;011;002;0002;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;RANTAU ATAS;RT 002;-2.14944;115.847677
6401011002000300;64010110020003;64;1;011;002;0003;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;RANTAU ATAS;RT 003;-2.13009;115.999915
6401011002000400;64010110020004;64;1;011;002;0004;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;RANTAU ATAS;RT 004;-2.13872;115.970166
6401011002000500;64010110020005;64;1;011;002;0005;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;RANTAU ATAS;RT 005;-2.13069;115.886444
6401011003000100;64010110030001;64;1;011;003;0001;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;LIBUR DINDING;RT 001;-2.06157;115.904723
6401011003000200;64010110030002;64;1;011;003;0002;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;LIBUR DINDING;RT 002;-2.09858;115.872505
6401011003000301;64010110030003;64;1;011;003;0003;1;KALIMANTAN TIMUR;PASER;MUARA SAMU;LIBUR DINDING;RT 003;-2.08856;115.937843
6401011003000302;64010110030003;64;1;011;003;0003;2;KALIMANTAN TIMUR;PASER;MUARA SAMU;LIBUR DINDING;RT 003;-2.09609;115.982784
6401011004000100;64010110040001;64;1;011;004;0001;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;LUAN/DILIBINTI;RT 001;-1.93762;115.985412
6401011004000200;64010110040002;64;1;011;004;0002;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;LUAN/DILIBINTI;RT 002;-1.97882;116.00816
6401011005000100;64010110050001;64;1;011;005;0001;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;SUWETO;RT 001;-1.96759;115.959189
6401011005000200;64010110050002;64;1;011;005;0002;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;SUWETO;RT 002;-1.9936;115.959984
6401011005000300;64010110050003;64;1;011;005;0003;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;SUWETO;RT 003;-1.99444;115.959072
6401011005000400;64010110050004;64;1;011;005;0004;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;SUWETO;RT 004;-1.99555;115.960898
6401011005000500;64010110050005;64;1;011;005;0005;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;SUWETO;RT 005;-1.99608;115.958363
6401011005000600;64010110050006;64;1;011;005;0006;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;SUWETO;RT 006;-1.99683;115.957311
6401011005000700;64010110050007;64;1;011;005;0007;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;SUWETO;RT 007;-1.99754;115.957684
6401011005000800;64010110050008;64;1;011;005;0008;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;SUWETO;RT 008;-1.99755;115.962777
6401011005000900;64010110050009;64;1;011;005;0009;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;SUWETO;RT 009;-2.0002;115.95932
6401011005200100;64010110052001;64;1;011;005;2001;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;SUWETO;HUTAN;-2.02131;115.993547
6401011005200200;64010110052002;64;1;011;005;2002;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;SUWETO;HUTAN;-1.99352;115.951244
6401011006000100;64010110060001;64;1;011;006;0001;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;MUSER;RT 001;-2.01716;115.939495
6401011006000200;64010110060002;64;1;011;006;0002;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;MUSER;RT 002;-2.01995;115.937967
6401011006000301;64010110060003;64;1;011;006;0003;1;KALIMANTAN TIMUR;PASER;MUARA SAMU;MUSER;RT 003;-2.01513;115.932633
6401011006000302;64010110060003;64;1;011;006;0003;2;KALIMANTAN TIMUR;PASER;MUARA SAMU;MUSER;RT 003;-2.01433;115.932668
6401011006000400;64010110060004;64;1;011;006;0004;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;MUSER;RT 004;-2.01323;115.936564
6401011006000500;64010110060005;64;1;011;006;0005;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;MUSER;RT 005;-2.01507;115.939055
6401011006000600;64010110060006;64;1;011;006;0006;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;MUSER;RT 006;-2.03901;115.933797
6401011006200100;64010110062001;64;1;011;006;2001;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;MUSER;HUTAN;-2.03245;115.810484
6401011006200200;64010110062002;64;1;011;006;2002;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;MUSER;HUTAN;-2.03017;115.952106
6401011006200300;64010110062003;64;1;011;006;2003;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;MUSER;HUTAN;-2.00732;115.944972
6401011007000100;64010110070001;64;1;011;007;0001;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;BIU;RT 001;-1.9995;115.937269
6401011007000200;64010110070002;64;1;011;007;0002;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;BIU;RT 002;-1.99979;115.918438
6401011007000300;64010110070003;64;1;011;007;0003;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;BIU;RT 003;-1.97739;115.914002
6401011007200100;64010110072001;64;1;011;007;2001;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;BIU;HUTAN;-2.00023;115.795972
6401011007200200;64010110072002;64;1;011;007;2002;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;BIU;HUTAN;-1.97057;115.747876
6401011007300300;64010110073003;64;1;011;007;3003;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;BIU;PERTAMBANGAN BATUBARA;-1.98015;115.839323
6401011008000100;64010110080001;64;1;011;008;0001;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;RANTAU BINTUNGAN;RT 001;-1.93977;115.948742
6401011008000200;64010110080002;64;1;011;008;0002;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;RANTAU BINTUNGAN;RT 002;-1.94895;115.90795
6401011009000100;64010110090001;64;1;011;009;0001;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;MUARA ANDEH;RT 001;-2.28094;115.898311
6401011009000200;64010110090002;64;1;011;009;0002;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;MUARA ANDEH;RT 002;-2.259;115.92125
6401011009000300;64010110090003;64;1;011;009;0003;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;MUARA ANDEH;RT 003;-2.33676;115.866212
6401011009000400;64010110090004;64;1;011;009;0004;0;KALIMANTAN TIMUR;PASER;MUARA SAMU;MUARA ANDEH;RT 004;-2.29939;115.843456
6401021001000100;64010210010001;64;1;021;001;0001;0;KALIMANTAN TIMUR;PASER;BATU ENGAU;KERANG;RT 001 DUSUN 1;-2.19931;116.059406
6401021001000200;64010210010002;64;1;021;001;0002;0;KALIMANTAN TIMUR;PASER;BATU ENGAU;KERANG;RT 002 DUSUN 1;-2.22268;116.086503
